0;*впереди битва. Кто знает, чем все кончится…. Ты волнуешься? Тебе страшно? Неважно. В такие моменты, в робкие минуты полной тишины и покоя, все отходит на второй план. Появляется возможность сделать вещи, которые потом будет делать слишком поздно*;;;;
;*связаться с Генри*;1;;;
;*связаться с Сарой*;11;;;
;*связаться с Гордоном*;31;;;
;*включить публичную связь, обратиться ко всему экипажу*;42;;;
;Некогда разводить сантименты. Нужно быть бдительным.;-1;;;
99;*космос молчалив и бесконечен. Время еще есть*;;;;
;*связаться с Генри*;1;!flag1;;flag1
;*связаться с Сарой*;11;!flag2;;flag2
;*связаться с Гордоном*;31;!flag3;;flag3
;*включить публичную связь, обратиться ко всему экипажу*;42;!flag4;;flag4
;Некогда разводить сантименты. Нужно быть бдительным.;-1;;;
1;*Генри раскинулся в кресле, попивает что-то из стакана. Судя по всему - алкоголь* О, капитан…. Приветствую.;marine_dialog;;;
;Да, Лишкевич. Вижу, расслабляешься.;2;;;
;Доложи состояние орудийных систем и личного состава.;6;;;
;Впереди битва…. Я не знаю, что и думать.;8;;;
;Нет, ничего. Проверял связь, отбой.;99;;;
2;А что еще мне остается? Быть может и… кхм… не хочу выглядеть пораженцем. Просто, решил немного выпить. Это плохо, капитан?;marine_dialog;;;
;Нет. Я бы и сам накатил, честно говоря.;3;;;
;Ключевое слово - немного, не так ли?;4;;;
;В битве нужен ясный ум и полный самоконтроль.;5;;;
3;*Генри улыбается*  Хороший бренди входит в капитанский паек. Главное - не перебарщивать. *допивает, и ставит стакан на стол*;marine_dialog;;;
;Я учту. Доложи состояние орудийных систем и личного состава.;6;;;
;Впереди битва…. Я не знаю, что и думать.;8;;;
;Ладно, на этом все, отбой.;99;;;
4;Вижу, в чем-то мы с вами схожи. *допивает, ставит стакан на стол*;marine_dialog;;;
;Доложи состояние орудийных систем и личного состава.;6;;;
;Впереди битва…. Я не знаю, что и думать.;8;;;
;Ладно, на этом все, отбой.;99;;;
5;*Генри допивает, и ставит стакан на стол* На этом все, не волнуйтесь. У вас что-то еще?;marine_dialog;;;
;Доложи состояние орудийных систем и личного состава.;6;;;
;Впереди битва…. Я не знаю, что и думать.;8;;;
;Ладно, на этом все, отбой.;99;;;
6;Личный состав - волнуется, но бодр. Орудийные системы - в порядке, уровень запитки максимальный.;marine_dialog;;;
;Аврора-2 выдержит длительное сражение?;7;;;
7;Вопрос не ко мне, вам надо спрашивать у Фронтц, капитан…. Однако, я считаю, что выдержит. Хотя в гущу сражения лучше не лезть.;marine_dialog;;;
;Вижу, расслабляешься.;2;;;
;Впереди битва…. Я не знаю, что и думать.;8;;;
;Ладно, на этом все, отбой.;99;;;
