0;Черт возьми, дело пахнет жареным!;;;;
;Что такое? Вы не можете справиться с жалкой горсткой инопланетян на своей же собственной планете?;1;;;
1;Их чертова техника — она гораздо лучше нашей. Наши атмосферные истребители и бронетехника не могут нанести им серьезный урон, ручное оружие тоже неэффективно, войска несут большие потери. Мы уже потеряли половину армии Европейского объединения, оставшаяся половина отступает по всем фронтам! У зорсан полное превосходство в воздухе, они громят нас как хотят. К тому же теперь они высадились в Америке и Азии, мы даже не можем перебросить подкрепление.;;;;
;Что за техника у них?;2;!f1;;f1
;Странно. Когда мы сцепились с ними в их посольстве, солдаты зорсан не казались такими уж крутыми.;3;!f2;;f2
;Как тогда получается, что в космосе у нас все более-менее нормально?;4;!f3;;f3
;Каков прогноз? Вы справитесь?;5;;;
2;В основном некие гибриды штурмовых вертолетов и танков. Могут как летать, так и ездить. Их броня выдерживает все наши зенитные ракеты, а противотанковое оружие не приспособлено для поражения подобных воздушных целей. Они же могут уничтожить даже самые тяжелые танки и укрепления с одного выстрела. Кое-как с ними могли тягаться только перехватчики последнего поколения, но у нас их было всего пара десятков, и они уже все уничтожены.;;;;
;Странно. Когда мы сцепились с ними в их посольстве, солдаты зорсан не казались такими уж крутыми.;3;;;f2
3;Наверное, потому, что вы там имели дело с обычной легковооруженной охраной. А мы тут воюем с регулярной армией.;;;;
;Что за техника у них?;2;!f1;;f1
;Как тогда получается, что в космосе у нас все более-менее нормально?;4;!f3;;f3
4;Космическая отрасль уже давно является у нас передовым краем разработок и исследований. Наши военные космические корабли — это результат применения лучших технологий, что доступны человечеству. Поэтому в космосе мы способны потягаться с зорсанами на равных. Тогда как большая часть нашей наземной техники, как выясняется, — безнадежно устарелый хлам.;;;;
;Что за техника у них?;2;!f1;;f1
;Странно. Когда мы сцепились с ними в их посольстве, солдаты зорсан не казались такими уж крутыми.;3;!f2;;f2
;Как тогда получается, что в космосе у нас все более-менее нормально?;4;!f3;;f3
;Каков прогноз? Вы справитесь?;5;
5;Сложно сказать. Численное превосходство пока по-прежнему на нашей стороне, хотя оно и сокращается ураганными темпами. Зорсаны уже захватили несколько мировых столиц, во многих ключевых точках планеты идут бои. Но наши армии уже готовят контрнаступление. Если больше зорсан нам на голову не свалится, мы, вероятно, сумеем остановить их продвижение. А без снабжения они долго не протянут. В общем, мы выстоим, если вы там наверху не подпустите к планете других десантных кораблей.;;
;Сделаем все от нас зависящее.;-1;
