0;*The battle awaits you. Who knows how it will end... Are you nervous? Are you scared? It doesn't matter. In moments like this, during quiet moments of complete calm, everything goes to the background. You get an opportunity to do some things before it's too late.*;;;;
;*call Henry*;1;;;
;*call Sarah*;11;;;
;*call Gordon*;31;;;
;*turn on the PA system and talk to the entire crew*;42;;;
;This is no time to get emotional. I have to keep on my guard.;-1;;;
99;*Space is endless and silent. You still have time.*;;;;
;*call Henry*;1;!flag1;;flag1
;*call Sarah*;11;!flag2;;flag2
;*call Gordon*;31;!flag3;;flag3
;*turn on the PA system and talk to the entire crew*;42;!flag4;;flag4
;This is no time to get emotional. I have to keep on my guard.;-1;;;
1;*Henry is reclining in his chair and sipping something from a glass. It looks like alcohol.* Oh, Captain… Hello.;marine_dialog;;;
;Yeah, Liszkiewicz. I can see you're relaxing.;2;;;
;Report on the status of the weapon systems and the crew.;6;;;
;There's going to be a battle… I don't know what to think.;8;;;
;Nevermind. I was checking the comms. Over and out.;99;;;
2;What else can I do? Maybe I… ahem… I don't want to sound subversive. I just decided to have a little drink. Is that a bad thing, Captain?;marine_dialog;;;
;No. I'd have one myself, to be honest.;3;;;
;"""Little"" is the operating word here, right?";4;;;
;You need a clear head and complete control in battle.;5;;;
3;*Henry smiles.* Good brandy is included in the Captain's ration. The important thing is not to overdo it. *He finishes his drink and puts the glass on the table.*;marine_dialog;;;
;I'll keep that in mind. Report on the status of the weapon systems and the crew.;6;;;
;There's going to be a battle… I don't know what to think.;8;;;
;All right, that's all for now. Over and out.;99;;;
4;I can see we have some things in common. *He finishes his drink and puts his glass on the table.**;marine_dialog;;;
;Report on the status of the weapon systems and the crew.;6;;;
;There's going to be a battle… I don't know what to think.;8;;;
;All right, that's all for now. Over and out.;99;;;
5;*Henry finishes his drink and puts his glass on the table.* This is it, don't worry. Is there anything else?;marine_dialog;;;
;Report on the status of the weapon systems and the crew.;6;;;
;There's going to be a battle… I don't know what to think.;8;;;
;All right, that's all for now. Over and out.;99;;;
6;The crew is doing good, they're nervous but ready for action. The weapon systems are okay, we're giving them maximum power.;marine_dialog;;;
;Can the Aurora 2 handle a long fight?;7;;;
7;I wouldn't know, you better ask Frontz, Captain… But I think it can. But we better not jump into the thick of it.;marine_dialog;;;
;I can see you're relaxing.;2;;;
;There's going to be a battle… I don't know what to think.;8;;;
;All right, that's all for now. Over and out.;99;;;
8;Don't think about it.;marine_dialog;;;
;How can I not think about it? There's so much responsibility.;9;;;
9;Well, relax then, Captain. War… *Henry smiles, but he doesn't look very happy.* The thing about it is, you get used to it. And you'll get used to it, too. If we make it.;marine_dialog;;;
;Did it take you long to get used to it?;10;;;
;All right, that's all for now. Over and out.;99;;;
