0;Дела-дела… *Мартан включает лежащий на столе планшет* А дела не такие уж и хорошие. Тебе известно, что творится на Луне?;;;
;Нет. А что там такое?;1;;
;Да, при входе в систему мой научный отдел зарегистрировал там непонятную активность. Мы ее проверили.;4;rogues_altar.moon_checked;
1;То-то и оно — достаточно трудно понять, что там такое. Какие-то инопланетяне сооружают некое устройство. Судя по всему, с целями вполне мирными. Однако из-за этого гравитационная активность Луны несколько изменилась. *Мартан кашляет в кулак и глядит в пол*;;;
;Несколько изменилась?;2;;
2;Не только гравитационная активность… Не забивай голову ненужными данными. На самом деле важно то, что из-за этого половину Шаньвэя затопило. И, судя по всему, если эти чудики не перестанут играться с Луной, то новый ураган затопит вторую половину. А потом хорошенько пройдется по Майами, Кубе...;;;
;Я понял. Хорошо. Постараюсь разобраться. Мои полномочия?;3;;
3;В известных пределах. Агрессия не запрещена, но если она повлечет за собой серьезные последствия, то лучше не надо. Кроме того, если уж силовой конфликт будет неизбежен, то обстреливать Луну орудиями «Авроры-2» тебе запрещено. Поэтому, сам понимаешь, лучше постарайся договориться мирно.;;;
;Конечно, Мартан. Я тебя понял. Вернемся к нашим баранам.;-1;;2
4;Надо же. И что ты можешь мне рассказать?;;;
;Это бродяги. Никаких агрессивных действий они не предпринимали, цели у них вполне мирные. Насколько я понял, они сооружают что-то вроде очень продвинутого алтаря. И молятся на наше Солнце.;5;;
5;Молятся на Солнце?;;;
;Да. Просто молятся на Солнце. А что не так?;6;;
6;Из-за этих молитв гравитационная активность Луны скачет как перепуганный кролик. Знаешь город Шаньвэй, что в Азиатском Союзе? Он уже наполовину под водой. И если ничего с этим не сделать, то скоро там же окажется не только вторая половина Шаньвэя, но и еще множество прибрежных городов по всей планете.;;;
;Так. Свою задачу я понял. Что я могу себе позволить?;7;;
7;Главное — не обещай им наши души и не провоцируй войну. И если уж придется стрелять, то не надо портить рельеф Луны корабельными орудиями.;;;
;Конечно, Мартан. Я тебя понял. Вернемся к нашим баранам.;-1;;2
