0;What is it, human captain?;;;
;Nothing in particular. I wanted to know if you'd left yet. Obviously you haven't.;-1;;1
;I've brought you the parts. They're being unloaded from the shuttle.;1;rogues_altar.has_items;
1;Great. *The Rogue smiles.* We'll start getting ready to the prayer.;;;
;What's going to happen at the prayer?;2;;
;Are you going to be here long?;4;;
;I won't get in your way, then.;5;;
2;Our prayer is transubstantiation of food into the essense of our sins, and of our bodies into the Essence of the Devourer. The Essence of the Devourer absorbs the essence of sin, giving power and destroying the sinful.;;;
;It sounds pretty weird.;3;;
3;*The Rogue is shy.* I… I could have mixed it up. I'm not an Elder yet, I'm still studying for it.;;;
;Okay, let's not talk about that. Instead of that, tell me, are you going to stay here long?;4;;
;I won't get in your way, then.;5;;
4;The ritual will only take an hour or an hour and a half, not more.;;;
;What's going to happen at the prayer?;2;;
;I won't get in your way, then.;5;;
5;What? You want to leave? Wait. *The Rogue crosses his arms grabbing his shoulders and bows.* I would like to ask you to take part in the prayer, human captain. Please. You've really helped us, and it would be a sin to let you go just like that. *He looks at you almost pleadingly.*;;;
;How can I say no? Okay. What do I do?;7;;
;I'm sorry, but no. I've done all I could to help you, but I'm not taking part in this.;6;;
6;Of course… Yes. As you wish. *The Rogue looks hurt and sad. He walks away towards the Altar.*;;;
;…;-1;;
7;*Finishing the Altar takes about an hour. You try to help, but are gently pushed to the side. The Rogues work very efficiently, and the one who talked to you works more than the rest. He is the one who puts the final part, some kind of small glass sphere, on top of the Altar. Now it's finished. It's towering above you by several yards. It looks... impressive.*;;;
;…;8;;
8;*It all starts when you line up in front of the Altar. The Rogue who was talking to you before comes up to the Altar and faces you.* I'm happy that we're all here today. I... *he is embarrassed for a second* I'm happy, yeah. And I'm also happy that there is a human captain with us. We all know that we wouldn't have all this without him. Thank you, human captain. Ahem.;;;
;Of course, you're welcome.;9;;
;*nod silently*;9;;
9;"*The Rogue points at the sun.* No matter how beautiful it is, it will become the Essence of the Devourer if it has to. No matter how beautiful everything is, it will become the Essence of the Devourer if it has to. What is the Essence of the Devourer? My essence, your essence, His essence. *You don't even notice how the Rogue goes from normal speech to some sort of chant.* What is my essence? My essence is serving Him faithfully. What is your essence, my brothers? *The Rogues answer: ""Our essence is being next to you.* And what is your essence, human captain?";;;
;My essence? My essence is being a good leader and obeying orders for the good of many.;10;;
;My essence is defending my planet and the people who live there.;12;;
;My essence… I don't know. Being human, in the complete sense of the word.;14;;
10;*The Rogue comes up to every one of his people and puts his hand on their foreheads. He whispers something while he does it. In a minute, he comes up to you, too. Rogue skin is soft, but it feels rougher than human skin.* The Essence of the Devourer is in the essences bound in Him. One of His Essences is serving His goal, and this goal is multi-faceted, this goal is unknowable, this goal is endless. What are you, human captain? Human captain. What is your life, human captain? Gaining in the name of service, serving in the name that is not yours. Where are you going, human captain? *Several seconds pass before you realize that it was a question.*;;;
;I go where I'm told to go.;11;;
11;That is admirable, but if you realize that you are a servant, should you be surprised that you have no free will? *What was the Rogue trying to say with that? He goes back to the Altar.*;;;
;…;16;;
