0;;;
;;1;;0;;
;;2;;0;;
1;;;
;;2;;0;;
2;;;
;;3;;0;;
;;4;;0;;
;;5;;0;;
3;;;
;;4;;0;;
;;5;;0;;
4;;;
;;3;;0;;
;;6;;0;unity_look_around;
;;5;;0;;
5;;;
;;7;;0;;
6;;interior_dialog;
;;8;;0;;
7;;rogues_dialog;
;;9;;0;;
;;10;;0;;
8;;interior_dialog;
;;11;;0;;
;;12;;0;;
;;13;;0;;
;;14;;0;;
;;15;;0;;
;;16;;0;;
;;17;;0;;
9;;rogues_dialog;
;;18;;0;;
;;19;;0;;
10;;rogues_dialog;
;;18;;0;;
;;19;;0;;
11;;zorsan_rebel_dialog;
;;12;;0;;
;;13;;0;;
;;14;;0;;
;;15;;0;;
;;16;;0;;
;;17;;0;;
12;;interior_dialog;
;;11;;0;;
;;13;;0;;
;;14;;0;;
;;15;;0;;
;;16;;0;;
;;17;;0;;
13;;interior_dialog;
;;11;;0;;
;;12;;0;;
;;14;;0;;
;;15;;0;;
;;16;;0;;
;;17;;0;;
14;;bork_dialog;
;;11;;0;;
;;12;;0;;
;;13;;0;;
;;15;;0;;
;;16;;0;;
;;17;;0;;
15;;interior_dialog;
;;11;;0;;
;;12;;0;;
;;13;;0;;
;;14;;0;;
;;16;;0;;
;;17;;0;;
16;;zorsan_dialog;
;;20;;0;;
;;8;;0;;
17;;interior_dialog;
;;21;;0;;
18;;earth_diplomat_dialog;
;;22;;0;;
19;;earth_diplomat_dialog;
;;22;;0;;
20;;zorsan_dialog;
;;23;;0;;
21;;interior_dialog;
;;24;;0;;
22;;;
;;-1;;0;;
23;;zorsan_dialog;
;;11;;0;;
;;12;;0;;
;;13;;0;;
;;14;;0;;
;;15;;0;;
;;17;;0;;
24;;earth_diplomat_dialog;
;;25;;0;;
;;26;;0;;
;;27;;0;;
;;28;;0;;
25;;rogues_dialog;
;;22;;0;;
26;;rogues_dialog;
;;22;;0;;
27;;;
;;29;;0;;
28;;press_conference;
;;-1;;0;;
29;;;
;;22;;0;;
