0;А, ты. Привет. Чего надо?! Мешаешь!!;;;
;Эй, привет Хрррака. Я потолковал с умным борком, который твой папа. Он зовет тебя назад.;1;bork_blockade.withdraw;
;Слушай, я достал нужные товары. Готовься принимать.;4;bork_blockade.has_items;
;Образина, я выбрал легкий метод. Готовься к бою.;-1;;1
;Просто решил проверить, на месте ли ты. Оказалось все еще тут. Конец связи.;-1;;
1;Хрррум. *Хрррака, с присущей боркам непосредственностью, сунул лапу в рот, и что-то сосредточенно там ковыряет. Зрелище занятное, оно действительно приковывает к себе внимание. Тридцать секунд - затем и сорок. Все кончается костью, с кусочками мяса, которую Хрррака вытаскивает наружу. Хорошенько посмотрев на нее, он снова сует лакомство в рот* Хфрырфы. Я знаю. Уже прилетали ко мне. Надо улетать.;;;
;Вот и отлично. Тебе там будет лучше, поверь мне.;2;;
2;*Хрррака машет головой из стороны в сторону. Говорит более тише, чем обычно* Не. Не будет. Батя меня не любит, он любит Лорнура и Торнура, а меня не любит. Они умные, а я нет, и он меня не любит. Аррр!;;;
;Печально. Но, прости, ты действительно мешаешь моей планете.;3;;
3;*видимо, период грусти у него кончился так же внезапно, как и начался* Арррр! Я еще пограблю клисков!!! Аррр! *перед тем как отключить связь, говорит* А попадешь ты, разграблю и тебя, скорлупка!!!;;;
;….;-1;;3
4;"Хрррум?! Ггррыыыыыыыыыы! Товары?! Арррр!! *литературный перевод: ""Замечательно! Давай, я уже открыл шлюзы!""*";;;
;Так что, теперь ты улетишь?;5;;
5;"Арррр! Ты хтоа? Людь, челолюдь? Не. А. Человек!! Человек - хороший!! Арр! Человек - почти как борк!! Арррр! *позади Хррраки, вся команда отзывается дружным ""Арррр!""* Ты - мой друг, человек!!!";;;
;Ну, я прямо таки и не знаю, что даже и сказать. Так рад, так рад.;6;;
6;Мы улетаем, друг Хррраки! Если мы найдем богатого клиска, или богатого бродягу, или богатого зорсана, или богатого бор… *осекается. Думает. Наконец, выдавливает себя* Аррр! Нет, не борка! Богатого-богатого клиска, во!! Если найдем - позовем тебя, пограбим вместе!! ;;;
;Да я, собственно, и не настаиваю…. Мда. Уже отключился. ;-1;;2
