0;*Какой-то корабль упорно лезет на связь. Ого. Да это же борк. Морда у него… борковская, но человеку, знакомому с повадками этого народа, легко понять - он взволнован.* Капитан! Капитан людей! Помощь! Помощь!;;;
;Стоп. Кто ты такой? Чего тебе хочешь?;1;;
1;"*Рыча во всю ширь своей глотки, борк забрызгал слюной объектив своей камеры. Фу.* Капитан людей! Вы! Помощь мне! У моя… меня! У меня! *По крайней мере с переводом нет проблем. Либо борк настолько тупой, либо настолько взволнован. Говорит междометиями.* Помочь! Моя семья! Злые, взяли, сказали собрать кредиты! Много-много кредитов! Я думать! Взять долг хотел - мне никто не дал! Друг сказать: ""Ррры, ты дурак. Может ещё у капитана людей попросишь помощи?"" Хороший друг! Хороший совет! Я лететь сюда! Ждать! Вы тут! Помочь!";;;
;Кто-то взял твою семью в заложники и требует взамен денег? Почему бы тебе не обратиться к властям своей планеты?;2;;
2;"Говорить: ""Ты не наш, ты пират"". Не помочь! Только вы! Вы! Помощь! Семья!";;;
;Ладно, я помогу.;6;;
;Помогу. Что взамен?;7;;
;Нет. Извини. ;8;;
;*незаметно вызвать Генри.* Прогляди логи. Что думаешь?;3;;
3;*Генри быстро читает текст. Закончив, он сухо поджимает губы.* Что думаю? Какой дурак полетит за помощью неизвестно кого неизвестно куда? Кхм. Конечно же известно кого, я извиняюсь. Но всё равно…;marine_dialog
;Он не выглядит умным.;4;;
4;И в самом деле. Но всё равно, его рассказ мне не нравится… ;marine_dialog
;Я это учту.;5;;
5;*Борк ждёт ответа.*;;;
;Ладно, я помогу.;6;;
;Помогу. Что взамен?;7;;
;Нет. Извини. ;8;;
6;*Чуть ли не оглушая тебя, борк радостно взрыкивает.* Координаты! Отправить! Вот! *Координаты системы пришли: ${ambush.coordinates}* Туда! Лететь вместе!;;;
;Хорошо-хорошо…;-1;;1
7;Кредиты! Что хочешь! Корабль! Всё! Всё-всё! Семья! Помоги!;;;
;Такая щедрость меня радует. По рукам.;6;;
;Такая щедрость меня настораживает. Разбирайся сам. Извини.;8;;
8;"*И куда только пропал тот идиот, что был перед тобой. Борк наконец закрыл пасть и больше не капает слюной в камеру. Все несколько его глаз раскрываются во всю ширь, вместо громового рёва теперь слышен тихий рык, который пугает гораздо больше.* Значит придётся по-плохому... *Активируется тревога. Кто-то взял ""Аврору-2"" на прицел.*";;;
;Даже так? Генри! Готовимся к бою!;-1;;
