0;*несколько секунд Генри думает* На самом деле… *говорит медленно, тягуче, задумчиво* Мы не очень близки, капитан.;;;
;Почему?;1;;
1;Я всю жизнь в армии, в спецвойсках. Тут уж… *Генри пожимает плечами* Наверное, зря все это. По-нормальному я с детьми не говорил уже очень давно. Помню только, как года полтора назад был в отпуске. Мы с ними часто смотрели «Капитана Пастыря».;;;
;Наверное, тебе неприятно. Извини, что затронул эту тему.;4;;
;«Капитана Пастыря»?;2;;
2;Да, «Капитана Пастыря». Те фильмы про капитана космического судна, с которым еще служит куча инопланетян. Я не помню сюжет, там что-то про спасение Земли.;;;
;Припоминаю что-то такое… ;3;;
3;*Генри усмехается* А чего тут припоминать. У нас все части в кинотеатре. Вот их мы с моими детьми и смотрели. *вздыхает* Сейчас это кажется слегка ироничным.;;;
;Наверное, тебе неприятно. Извини, что затронул эту тему.;4;;
4;Все в порядке. Мне не неприятно. Они счастливы, я тоже. Да и менять что-то в любом случае рано. ;;;
;Поговорим о другом.;-1;;
;Жаль, но оставляю тебя. Конец связи.;-1;;-1
