Диалог по выбору КЛЮЧЕВОЙ САРА.csv;sarah_default;engineer_dialog;crew/sarah
Нас ждет война.csv;sarah_zorsan_war_preparations;engineer_dialog;crew/sarah
О Гордоне и Генри.csv;sarah_about_officers;engineer_dialog;crew/sarah
Покушение зорсан.csv;sarah_zorsan_escape;engineer_dialog;crew/sarah
Садовник.csv;sarah_gardener;engineer_dialog;crew/sarah
Насчет инопланетян.csv;sarah_about_aliens;engineer_dialog;crew/sarah
Авария корабля бродяг - совет.csv;sarah_damaged_scout;engineer_dialog;crew/sarah
Внутри - совет.csv;sarah_inside;engineer_dialog;crew/sarah
Файлы прошлого Сара1.csv;sarah_past_1;engineer_dialog;crew/sarah
Расскажи о себе.csv;sarah_about_herself;engineer_dialog;crew/sarah
Впечатления от службы.csv;sarah_service;engineer_dialog;crew/sarah
Скучаешь по семье.csv;sarah_family;engineer_dialog;crew/sarah
Религия.csv;sarah_religion;engineer_dialog;crew/sarah
Личное время.csv;sarah_private_time;engineer_dialog;crew/sarah
Совместный ужин.csv;sarah_about_dinner;engineer_dialog;crew/sarah
