0;*The room is very dark. It looks depressing, but the Zorsan like this style, apparently. Speaking of the Zorsan: there is one standing behind a high desk. Judging from his robe with patterns of the color of red gold, his rank is pretty high.* So, it's you. I expected to see someone who looked... less like us. I'm the Imperial Diplomatic Representative. You don't need my name yet.;;
;In that case, you don't need mine either. I represent my people. We are humans, homo sapiens. We're from planet Earth.;1;
1;Never heard of it. And I'd probably prefer not to hear about it, given the choice. I received a report saying that you got here with a diplomatic mission.;;
;That's right. And we're ready to send over some introductory information about us. Our planet, our technology, ourselves... It's a short description to provide you with first impressions.;2;
2;Send it over. *The Zorsan presses the top of the desk, revealing some kind of computer.* I've opened the channel. I'll transfer it right to the Imperial Department of Intelligence and Logistics, if you're curious... Right.;;
;Done.;3;
3;Now, I want to ask you a question. I don't know if you're aware, but the Zorsan don't have a special relationship with anybody. Not the Borks, not the Klisks, not the Rogues. Not even the Gardeners. Why do you think that is?;;
;You seem like an arrogant creature. If all of your people are like that, there's your answer. Sorry for being so blunt.;4;
;I'll abstain from answering. I think there are a lot of reasons and every side has something to say.;17;
;Maybe, you're so advanced you don't think it's necessary?;20;
;I know about the recent conflict with the Borks, so we have an answer concerning them, at least. Although I'd be surprised to find out that there is someone in space who HASN'T been in a conflict with them. Anyway. What about the Klisks and the Rogues? They don't look like they like war or intrigue.;23;klisk.zorsan_info
4;*The Zorsan smiles. The smile looks unpleasant on his meaty face.* Oh. You have an opinion. You're even trying to be deep about it. I'm arrogant? Could be. Only those who have nothing to be proud of aren't. What, you've never been proud of your people? Your planet?;;
;Let's say I know what you're talking about. But you still haven't told me if I'm right.;5;
5;In part. Continuing on. So, if the Zorsan don't have any contact with the three main developed space species, why do you think we'll want to have a relationship with you?;;
;Well, I don't know. It's obvious that are peoples have more in common with each other than with the others. I think it's pretty solid grounds for an alliance. Like, say, a military alliance.;6;
;Peaceful cooperation is a good basis for development. We'll both benefit from it, provided that you want that to happen.;19;
;Of course, we'd be the ones to benefit from it more. Which isn't strange, since it's not easy for humans to catch up with a species as developed as yours. But there are things where we can be considered equals. Culture, for example.;22;
6;Military alliance? *The Zorsan smiles again.* You say that as if you haven't s- *He is interrupted by a phone call. Or at least the device looks like a phone. The Zorsan picks up the receiver and listens intently.* But, that doesn't matter anymore. You know, I want to tell you about planet Zorsan. *He walks up to the window and opens it. The room is immediately filled with car noises and the smell of something burning.*;;
;…;7;
7;This smell is everywhere in our cities. Superstitious old men say that it's the stench of rotting soil. They think our planet is dead and it's decomposing. What do you think of our planet?;;
;I don't. I've barely seen it.;8;
;From what I've been able to see, your ecological situation really is rather drastic.;9;window
8;You should be more observant in new places. Speaking simply, yes, my planet really is dying.;;
;I'm sorry.;10;
9;Yes. Technological advancement has forced us to sacrifice some things. I think you've realized what they were by now.;;
;That's very sad.;10;
10;Definitely. And it's all the sadder for me. Zorsan is my home, after all. A great planet, a great empire... *He shakes his head, then sighs and retreats into himself for some time. The next thing he says is very sudden.* Judging from the data you've provided, our planets are very similar. Zorsan and Earth. They aren't exact copies, of course, but in terms of planetary structure, fossils, flora... Although we don't have much of the latter left, as you can see.;;
;I didn't know.;11;
;Yes, there are some similarities. Although there is much more water on Earth.;12;klisk.zorsan_info
11;Now you do. The information you've provided is pretty interesting. The information you've provided is very interesting. But there is one more thing I'd like to know.;;
;…;13;
12;You've done your homework. Maybe you aren't a dumb savage after all. *The Zorsan smiles.* Sorry for being so blunt. I'll ask one more question, and then we'll be done, I promise.;;
;…;13;
13;*The Zorsan gets back behind the desk and presses the top again. The door opens with a crack. Several Zorsan wearing blue robes and holding weapons run inside. They quickly train their sights on you.* And the question is, I want to know the coordinates of your planet.;;
;Obviously, there isn't going to be any cooperation between us.;14;
14;Of course not. Even in the best case scenario, we'd just kick you out of our system disgraced. The Zorsan don't like foreigners, human captain. Especially ones like you. A bad, tasteless parody of us. A sign of what we could have become had we not been us.;;
;Okay. Now!;15;
15;*That was an obvious signal. Punching the Zorsan diplomat in the face was another one. When you turn around, you see that your troops have already dealt with the enemy guards and gotten their weapons. You'll definitely have to give Liszkiewicz a bonus now.* What now, Captain?;;
;…;16;
16;*You can hear yelling and noise. Loud footsteps. An alarm is sounded in a few seconds.*;;
;And now, we have to run. To the hangar, then the shuttle, and get the hell out of here before they realize what's happening. Damn it, that's not how I imagined it would happen.;-1;
17;Yes. Every side has something to say. Maybe they're just less developed than us? Or maybe we're just better? Who knows?;;
;"I definitely don't. And categories like ""better"" or ""worse"" aren't fit for this type of comparison.";18;
18;Why not? Let's be honest, there are always ones that are better. Simply better. And it's obvious that in an uneven alliance, the worse one will benefit, not the better one. Tell me, how would we benefit from a relationship with you?;;
;Right. Am I hearing things or did you just outright say that my people is worse than yours? That's pretty bold. There's a lot more similarities between us than things that are different. And we will both benefit from it, be the alliance peaceful or military.;6;
;Peace is always profitable. A relationship between unequal partners only stimulates the less productive one to work harder.;19;
;Cooperating with someone who is better than you makes you better. But you are too strict. You put technological development higher than cultural development, or any other kind.;22;
19;Trust me, human captain... It's not like that. The worse one will never catch up with the better one. *He is interrupted by a call from something that acts as a teleophone. Having finished his conversation, the Zorsan looks at you again.* Something has changed. Look. *He walks up to the window and opens it. The noise from the street fills the room, along with a stuffy stench that smells like something that burned.*;;
;…;7;
20;Well, there is some truth to what you're saying. The rate of our technological advancement really is higher than that of the Klisks, Borks, or Rogues. And definitely higher than yours.;;
;A living being isn't alive due to technology. Don't you think you should look at the profitability of our cooperation from this side as well?;21;
