0Мартан_даёт_задание.csv;warline_destruction_start;earth_dialog;act2/warline/war1_destruction
1Первая_система.csv;destruction_first_system;marine_dialog;act2/warline/war1_destruction
2Вторая_система.csv;destruction_second_system;scientist_dialog;act2/warline/war1_destruction
3Вторая_система_отряд_погиб.csv;destruction_group_dead;marine_dialog;act2/warline/war1_destruction
4Вторая_система_отряд_вернулся.csv;destruction_group_returned; marine_dialog;act2/warline/war1_destruction
5Третья_система.csv;destruction_third_system;;act2/warline/war1_destruction
6Корабли_борков.csv;destruction_borks_ships;zorsan_dialog;act2/warline/war1_destruction
7Бой_окончен_много_флота.csv;destruction_many_ships;zorsan_dialog;act2/warline/war1_destruction
8Бой_окончен_мало_флота.csv;destruction_few_ships;zorsan_dialog;act2/warline/war1_destruction
9Возвращение_на_Землю.csv;destruction_returning;earth_dialog;act2/warline/war1_destruction
10Сигнал_от_станции.csv;destruction_signal;nosignal_dialog;act2/warline/war1_destruction
