0;*Клиск прибывает достаточно быстро. Команда реагирует на него… по-разному. Ученые — с интересом. Боевой состав — со сдержанным, нехорошим любопытством. Инженеров в научном отсеке как-то не нашлось.*;
;…;1
1;*А! Еще тут есть шар, он реагирует как обычно. То есть никак.*;
;…;2
2;Так что, капитан людей, это оно и есть? *Клиск подлетает к шару и немного опускает вниз гравиплатформу. Сейчас особенно четко становится понятно, что она очень толстая, со множеством самых разных закрывающихся отсеков, для хранения всякого барахла.*;
;Точно. Что скажете?;3
3;*Клиск втягивает воздух и выдает быструю дробь из потрескиваний. Среди ученых, снова столпившихся одним гуртом, слышны возгласы. Видимо, научный интерес.* Мелковат. Наверное, еще молодой… Эм… Я буду начинать. Пожалуйста… эмм… расступитесь. *щелчки смущения* ;
;Конечно.;4
4;*Дальше своими хрупкими пальцами клиск открывает одно из отделений в гравиплатформе и достает оттуда… прибор. Механизм. Сложно его описать, но в нем много блестящего железа и гибких проводов. Потом, положив прибор рядом, клиск старательно разминает пальцами какой-то бугорок над своим глазом. А затем, совершенно неожиданно для вас, втыкает туда острую, спицевидную часть механизма, связанную с ним длинным проводом. Из ранки течет липкая кровь. Оказывается, у клисков она прозрачная и чем-то напоминает слизь.* Выдерните это из меня, когда наговоритесь.;
;Что?;5
5;*Ученые смотрят на это представление с явным любопытством. Клиск, нервно щелкая, пододвигает механизм поближе к шару. Действие механизма незаметно, но вот по шару идет слабозаметная рябь. Терминал моргает и отключается. Клиск закатывает глаз, и говорит совершенно не своим голосом* Видеть. Кто. Видеть.;
;*молчать, немного подождать*;6
;Вы в порядке?;7
;Так, дайте догадаюсь. Это говорит шар.;8
;*выдернуть спицу из клиска*;17
6;*Терминал все так же моргает. Клиск продолжает говорить не своим голосом.* Видеть. Вы. Не. Видеть. Оно. *внезапное беспорядочное щелканье* Удивление. Злость. Раздражение. Страх. ;energy_sphere_dialog
;Вы в порядке?;7
;Так, дайте догадаюсь. Это говорит шар.;8
;*выдернуть спицу из клиска*;17
7;Ты. Знать. Капитан. Люди.;energy_sphere_dialog
;*молчать, немного подождать*;6
;А ты, стало быть, и есть шар?;8
;*выдернуть спицу из клиска*;17
8;Шар.;energy_sphere_dialog
;Что ты вообще такое?;9
;Почему ты так странно говоришь?;10
;Почему ты взаимодействуешь с этим терминалом?;11
;Я хочу, чтобы ты покинул мой корабль.;14
;Почему ты не можешь общаться с нами без посредников?;16
;*выдернуть спицу из клиска*;17
9;Шар. Синий. Космос. Парить. Лететь. Искать. Далеко. Искать. Далеко.;energy_sphere_dialog
;Почему ты так странно говоришь?;10
;Почему ты взаимодействуешь с этим терминалом?;12
;Я хочу, чтобы ты покинул мой корабль.;14
;Почему ты не можешь общаться с нами без посредников?;16
;*выдернуть спицу из клиска*;17
10;*молчание*;energy_sphere_dialog
;Эй. Почему ты так странно говоришь?;11
;Что ты вообще такое?;9
;Почему ты взаимодействуешь с этим терминалом?;14
;Я хочу, чтобы ты покинул мой корабль.;14
;Почему ты не можешь общаться с нами без посредников?;16
;*выдернуть спицу из клиска*;17
11;*Молчание. Лишь только легкая рябь на шаре стала чуть сильнее, ничего более.*;energy_sphere_dialog
;Что ты вообще такое?;9
;Почему ты так странно говоришь?;10
;Почему ты взаимодействуешь с этим терминалом?;12
;Я хочу, чтобы ты покинул мой корабль.;14
;Почему ты не можешь общаться с нами без посредников?;16
;*выдернуть спицу из клиска*;17
