0;*Someone is calling you from the science department. It's Gordon. The look on his face is a mixture of fear and childish happiness.* Captain! We... we need you.;scientist_dialog_happy;;;
;Will you look at that. What happened there?;1;;;
1;We… Uhhh… You have to see it. There. It's very important!;;;;
;All right, I'll be right over. I hope it's REALLY important.;5;;;
;What do you mean, I have to see it? Be more precise.;2;;;
2;Well, here… Something… *Gordon waves his hands around, his glasses glisten.* Attached itself to the computer! Something foreign, an alien!;scientist_dialog_happy;;;
;Wow, I really have to see it. I'm on my way.;5;;;
;Wait. And why are you calling me? It's not safe. Contact Liszkiewicz, isolate the computer… Well, follow the procedure.;3;;;
3;It's… it's safe, Captain. It's not attacking anyone. The soldiers are there already, but nothing is happening. We need you to make a decision!;;;;
;Wow, I really have to see it. I'm on my way.;5;;;
;"Well, get that ""something"" off, then, Gordon! Can't you do anything yourselves?";4;;;
4;It won't come off! *Gordon looks wounded. Apparently, you'll have to go Research Deck after all.*;;;;
;All right, wait for me. But know this: if you distracted me for nothing…;5;;;
5;"*Gordon was right. It's not just an alien, it's a blue faintly glowing sphere about two meters in diameter. And it didn't ""attach"" itself to just any computer, it's the main computing terminal of the Aurora! Oh wow.*";engergy_sphere_dialog;;;
;All right, my dear scientists, would you kindly explain to me what this is?;6;;;
6;*The white coats are silent. Gordon steps forward.* It's an alien. And it's… *He grabs his head.* It's here!;;;;
;And what do we do with it?;9;;;
;Why do you even think this sphere is alive?;8;;;
;Well, shoo it off! Shoot it, push it… How do you work with those disgusting things?;7;;;
7;*One of the soldiers answers.* We tried, Captain, it doesn't work. Although we didn't use anything too powerful, this is a lab, after all.;;;;
;So what do we do with it?;9;;;
;Why do you even think this sphere is alive?;8;;;
8;*One of the scientists speaks up.* It reacts to standard behavioral tests like a living being! Of course, it's hard to say anything about its having conscience, but... *His voice peters out gradually, turning into excited mumbling.*;;;;
;So what do we do with it?;9;;;
;Well, shoo it off! Shoot it, push it… How do you work with those disgusting things?;7;;;
9;It's hard to say, Captain. *Gordon takes off his glasses and begins cleaning them with the sleeve of his coat.* This creature ignores all attempts to contact it. It's like we... don't exist, as far as it's concerned. *He walks up to the sphere and puts his hand in it. The sphere doesn't react in any way. Neither does his hand, obviously.* ;;;;
;*take your gun out and shoot the sphere*;10;!sphere_shoot;;sphere_shoot
;*touch the sphere, too*;19;!sphere_touch;;sphere_touch
;Look, if this sphere is so passionate about our terminal, just turn it off. Maybe this thing will fly away?;23;;;
;Yeah… We definitely need to find something out about this thing. But from who?;-1;;;
