0;Капитан, эта штука только что взорвалась рядом с нами и нанесла серьезный урон внешней обшивке!;
;Что же это за хрень такая? Гордон, что скажешь?;1
1;Это похоже на какой-то защитный механизм организма! Что-то типа… типа лейкоцитов! Они определяют в нас угрозу для организма и стремятся уничтожить!;scientist_dialog
;Хм… А скажите-ка мне…;2
2;*Да?*;scientist_dialog
;Как я понимаю, переговоры с ними вести бесполезно?;3
;Значит, придется уничтожать их, пока они не уничтожили нас.;4
;Это получается, что мы — что-то типа вселенского гриппа тут?;5
3;Мы пытались их вызывать, но они не отвечают. Если это действительно что-то типа «клеток» живого организма, то и не ответят — они не наделены разумом.;
;Понятно. А что насчет…;2
;Ладно, будем разбираться, конец связи.;-1
4;Именно так, кэп. Хорошо еще, что наше оружие тут действует.;
;А вы там не можете соорудить что-нибудь помощнее?;6
;Понятно. А что насчет…;2
;Ладно, будем разбираться, конец связи.;-1
5;Именно! И в этом наша надежда! Имунная система этого «организма» должна попробовать исторгнуть нас из себя, если не сможет с нами справиться! Я уже встречался с подобным раньше, до перехода в проект «Аврора».;scientist_dialog
;Понятно. А что насчет…;2
;Ладно, будем разбираться, конец связи.;-1
6;Вряд ли. Нужно сперва как следует изучить окружающее нас пространство, а на это нет времени! Нам нужно убираться отсюда поскорее!;scientist_dialog
;Понятно. А что насчет…;2
;Ладно, будем разбираться, конец связи.;-1
