0;*Гордон вызывает тебя по срочной связи. Очень срочной — это канал для чрезвычайных сообщений. Кажется, случилось что-то серьезное.*;
;Докладывай! Что случилось?;1
1;Ка… к… *Гордон машет руками. Вид у него ошалелый.* Оно!! Там разрыв! Разрыв-разрыв-разрыв!! *Почтенные ученые, стоящие позади него, выглядят примерно так же. Вообще, обстановка в лаборатории горячая.*;scientist_dialog_happy
;Что такое?;2
2;К-к-капитан! Мы наткнулись на пространственный разрыв первого типа! Минимальное излучение, минимальная возможность вредоносного воздействия. Его надо изучить скорее, как можно скорее изучить!! Такой шанс выпадает раз в жизни!!;scientist_dialog_happy
;Гордон. Экстренная связь — для экстренных вещей, черт возьми!;3
;Что это такое вообще?;4
;Изучить? Это точно безопасно?;7
;Ладно. Даю добро.;-1
3;*Гордон краснеет и смотрит в пол*;
;Что это за штука вообще?;4
;Изучить? Это точно безопасно?;7
;Ладно. Даю добро.;-1
4;Это… это как черная дыра, но... Проход в другой… Но не совсем проход, понимаете? Такая штука, которая теоретически может… ну… Вы понимаете?;
;Нет.;5
5;Ну, это как если бы окно, но снаружи — мы, а внутри — что-то совсем-совсем-совсем другое!;
;Я все еще тебя не понимаю. И, скорее всего, не пойму.;6
6;*Гордон машет руками и тараторит что-то. В его речи полно терминов и формул.*;
;Гордон. Экстренная связь — для экстренных вещей, черт возьми!;3
;Изучить? Это точно безопасно?;7
;Ладно. Даю добро.;-1
7;Да! С нами абсолютно точно не случится ничего деструктивного!;scientist_dialog_happy
;Гордон. Экстренная связь — для экстренных вещей, черт возьми!;3
;Что это такое вообще?;4
;Ладно. Даю добро.;-1
