0;Нам было очень тяжело, когда мы только основали колонию. *Управляющий секретарь постукивает пальцами по столу и смотрит на тебя с каким-то превосходством.* Буду прям и  честен - Земля нас бросила. И выжили мы во многом благодаря торговле с инопланетянами. Клиски, борки, бродяги... Они нас, можно сказать, спасли. А сейчас нам хотят запретить продавать им излишки обработанных ресурсов, хотя мы и так уже почти не торгуем с инопланетянами... Земля хочет поставить нас в полную зависимость от себя!;;
;Мои люди регулярно помогали вам. Я лично отправлял их сюда.;1;!colony_help_used && colony_help;0;colony_help_used;
;Почти не торгуете? На торговых станциях, которые находятся на орбите вашей планеты, мне сказали совсем иное. Борки продают вам оружие, бродяги - аугментации. ;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
;Вы же понимаете, что на Земле такие решения принимают не просто так?;10;!pressure_used;0;pressure_used;
;Рич, вы забываетесь. Мне кажется, что вы забыли, кто вы такой и где ваше место.;11;!pressure_used;0;pressure_used;
1;*Рич смущён.* Да. Похоже, я… да. Извините, капитан. Я… я был несправедлив. Вы правы. *Он замолкает, но лишь затем, чтобы через пару секунд спешно заговорить снова.* Я не прав, но ведь Земля всё равно не помогала нам! Помогали вы, но не Земля! Впрочем… я всё равно не прав.;;
;Почти не торгуете? На торговых станциях, которые находятся на орбите вашей планеты, мне сказали совсем иное. Борки продают вам оружие, бродяги - аугментации. ;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
;Вы же понимаете, что на Земле такие решения принимают не просто так?;10;!pressure_used;0;pressure_used;
;Рич, вы забываетесь. Мне кажется, что вы забыли, кто вы такой и где ваше место.;11;!pressure_used;0;pressure_used;
;Итак, что вы решили?;-1;replace_condition;0;;
2;Это и называется словом почти! *Рич выглядит немного ошеломлённым и раздражённым.* Тем не менее… *Он немного пришёл в себя.* Тем не менее, как я уже сказал, мы торгуем с ними потому что нам это нужно. Потому что Земля слишком далеко и не может полностью нас обеспечить!;;
;Мои люди регулярно помогали вам. Я лично отправлял их сюда.;1;!colony_help_used && colony_help;0;colony_help_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
;Вы же понимаете, что на Земле такие решения принимают не просто так?;10;!pressure_used;0;pressure_used;
;Рич, вы забываетесь. Мне кажется, что вы забыли, кто вы такой и где ваше место.;11;!pressure_used;0;pressure_used;
;Итак, что вы решили?;-1;replace_condition;0;;
3;*А вот теперь управляющий секретарь по-настоящему опешил. Кажется, если прислушаться, можно услышать, как он скрипит зубами.*;;
;Поэтомумне кажется, что в данном своём желании Земля действительно права и объективна.;5;;0;;
4;Да, я знаю, что вы порылись в моих документах. Очевидно, не стоило ставить паролем имя дочери… *Рич усмехается и едко улыбается.* Но вы ошиблись с датами, капитан. Вы увидели старые отчёт и смету. Они чуть ли не двухгодовой давности. Сейчас мы с инопланетянами почти не торгуем, как я уже сказал. И колонии это на пользу не идёт.;;
;Да? Ч-чёрт… наверное… я ошибся… Извините, Рич.;6;;0;;
7;Неужели? *Он выглядит очень скептично. Самое время срезать его аргументом, который он не сможет опровергнуть!*;;
;Вы сами с Земли! Что вы такое говорите!;8;;0;disagreement_minus;
;Земля регулярно посылает вам инструментарий и прочую помощь! Всё, что вы тут видите - построено благодаря Земле!;8;;0;disagreement_minus;
;Оружие, ресурсы… всё, что у вас есть, дано вам Землёй.;8;;0;disagreement_minus;
;Может Земля и не даёт вам многого, но она даёт вам людей.;9;;0;disagreement_plus;
10;Я прекрасно понимаю зачем их принимают. Чтобы вынудить меня уйти с поста и поставить колонию в совсем уж полную зависимость от Земли. Не надо задавать мне очевидных вопросов, капитан.;;
;Мои люди регулярно помогали вам. Я лично отправлял их сюда.;1;!colony_help_used && colony_help;0;colony_help_used;
;Почти не торгуете? На торговых станциях, которые находятся на орбите вашей планеты, мне сказали совсем иное. Борки продают вам оружие, бродяги - аугментации. ;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
;Рич, вы забываетесь. Мне кажется, что вы забыли, кто вы такой и где ваше место!;11;!pressure_used;0;pressure_used;
;Итак, что вы решили?;-1;replace_condition;0;;
11;Моё место, капитан, при всём уважении - это не ваше дело. Моё дело управлять колонией так, чтобы она не развалилась. А  приказы Земли на пользу колонии не пойдут.;;
;Почти не торгуете? На торговых станциях, которые находятся на орбите вашей планеты, мне сказали совсем иное. Борки продают вам оружие, бродяги - аугментации. ;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
;Вы же понимаете, что на Земле такие решения принимают не просто так?;10;!pressure_used;0;pressure_used;
;Итак, что вы решили?;-1;replace_condition;0;;
5;Мы торгуем с ними потому что нам это нужно! *Выглядит так, словно он взбешён, но держит себя в руках.*;;
;Мои люди регулярно помогали вам. Я лично отправлял их сюда.;1;!colony_help_used && colony_help;0;colony_help_used;
;Почти не торгуете? На торговых станциях, которые находятся на орбите вашей планеты, мне сказали совсем иное. Борки продают вам оружие, бродяги - аугментации. ;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
;Вы же понимаете, что на Земле такие решения принимают не просто так?;10;!pressure_used;0;pressure_used;
;Рич, вы забываетесь. Мне кажется, что вы забыли, кто вы такой и где ваше место.;11;!pressure_used;0;pressure_used;
;Итак, что вы решили?;-1;replace_condition;0;;
6;Все мы иногда ошибаемся, капитан. Я понимаю. Вы просто выполняли свой долг. *Глаза управляющего секретаря серьёзны и холодны.*;;
;Мои люди регулярно помогали вам. Я лично отправлял их сюда.;1;!colony_help_used && colony_help;0;colony_help_used;
;Почти не торгуете? На торговых станциях, которые находятся на орбите вашей планеты, мне сказали совсем иное. Борки продают вам оружие, бродяги - аугментации. ;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
;Вы же понимаете, что на Земле такие решения принимают не просто так?;10;!pressure_used;0;pressure_used;
;Рич, вы забываетесь. Мне кажется, что вы забыли, кто вы такой и где ваше место.;11;!pressure_used;0;pressure_used;
;Итак, что вы решили?;-1;replace_condition;0;;
8;*Рич разочарованно качает головой.* Капитан… всё это глупо. Повторяю - почти всё, что у нас есть, мы вынуждены были купить у инопланетян. Без этого мы не можем. Для этого нам и нужно торговать с ними.;;
;Мои люди регулярно помогали вам. Я лично отправлял их сюда.;1;!colony_help_used && colony_help;0;colony_help_used;
;Почти не торгуете? На торговых станциях, которые находятся на орбите вашей планеты, мне сказали совсем иное. Борки продают вам оружие, бродяги - аугментации. ;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
;Вы же понимаете, что на Земле такие решения принимают не просто так?;10;!pressure_used;0;pressure_used;
;Рич, вы забываетесь. Мне кажется, что вы забыли, кто вы такой и где ваше место.;11;!pressure_used;0;pressure_used;
;Итак, что вы решили?;-1;replace_condition;0;;
9;Людей? Хах… Да. Вынужден признать, что в данном случае вы правы. Без кадровых земных военных нам было бы гораздо хуже… Но даже они вынуждены пользоваться тем, что продают нам инопланетяне. Хоть вы и правы, капитан, но не полностью. Но я всё равно готов признать, что ошибался.;;
;Мои люди регулярно помогали вам. Я лично отправлял их сюда.;1;!colony_help_used && colony_help;0;colony_help_used;
;Почти не торгуете? На торговых станциях, которые находятся на орбите вашей планеты, мне сказали совсем иное. Борки продают вам оружие, бродяги - аугментации. ;2;!station_used && metropole_burden.klisk_station_visited && metropole_burden.rogue_station_visited && metropole_burden.bork_station_visited;0;station_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;3;!terminal_used && metropole_burden.documents_found && !metropole_burden.matthew_surname_reply;0;terminal_used;
;Знаете, я вчера случайно поработал за одним из служебных терминалов ратуши… Мне известно, что вы до сих пор продаёте обработанные ресурсы на сторону. И немало.;4;!terminal_used  && metropole_burden.documents_found && metropole_burden.matthew_surname_reply;0;terminal_used;
;Вы не правы.;7;!disagreement_used;0;disagreement_used;
