0;"*The rock is just like you left it, sitting in the same spot. It seems like nothing has changed, but... not, some movie is playing on one of the research terminals. It seems like it's something from Hollywood's neoclassics. Like last time, the rock spots the visitor instantly.* Captain! Hello! You said you would come and you come! I wait!""";;;;
;"""Hello. Why did you wait?""";1;;;
1;"""So much to tell… Think so much… I know what is think! I know what is know!"" *The movie is turned off, you can see a mess of pulsing colors on the screen again.* ""It's all so unusual...""";;;;
;"""Last time I asked you to tell me about your people, you couldn't. Maybe you can do it this time?""";2;!flag5;;flag5
;"""Still, what are you? I know I've asked you about it, but you couldn't answer me.""";16;!flag6;;flag6
;"""Tell me about your planet. You know what a planet is, right?""";28;!flag7;;flag7
;"""I guess this is enough for today.""";35;flag5 && flag6 && flag7;;
;*walk away*;-1;;;
2;"""Yes… can't… now…"" *A couple of lines of untranslated symbols.* ""We are rocks, captain. Roll around. Live like that. It's all good and well.""";;;;
;"""Who controls you? Do you have a leader?""";3;;;
;"""So you just live like that? You roll around and… nothing else? Like wild animals?""";6;;;
;"""I don't get it, do you have houses, cities… any kind of civilization?""";9;;;
;"""You don't work the land, you don't mine resources, you don't live in tribes. It's very hard for me to process.""";12;;;
;"""I see. Let's talk about something else.""";999;;;
999;*The rock waits.*;;;;
;"""Last time I asked you to tell me about your people, you couldn't. Maybe you can do it this time?""";2;!flag5;;flag5
;"""Still, what are you? I know I've asked you about it, but you couldn't answer me.""";16;!flag6;;flag6
;"""Tell me about your planet. You know what a planet is, right?""";28;!flag7;;flag7
;"""I guess this is enough for today.""";35;flag5 && flag6 && flag7;;
;*walk away*;-1;;;
3;"""Control? Leader? What is a leader?""";;;;
;"""The boss.""";4;;;
4;"""Why do I need a boss? I know what to do. I roll around, I live. Why a leader?""";;;;
;"""For everyone to have an easier life… or something like that. To divide up your responsibilities, work…""";5;;;
5;"*Untranslated words, a phrase.* ""I don't understand. We roll around, it's all good and good. Why have a boss? No reason.""";;;;
;"""Who controls you? Do you have a leader?""";3;;;
;"""So you just live like that? You roll around and… nothing else? Like wild animals?""";6;;;
;"""I don't get it, do you have houses, cities… any kind of civilization?""";9;;;
;"""You don't work the land, you don't mine resources, you don't live in tribes. It's very hard for me to process.""";12;;;
;"""I see. Let's talk about something else.""";999;;;
6;"""Animals? Bugs? No! We aren't bugs! We roll around!""";;;;
;"""No, no, you didn't get it. What makes you different from the bugs?""";7;;;
7;"""We aren't bugs! What are you saying?!""";;;;
;"""Hold up…""";8;;;
8;*A paragraph of untranslated text.*;;;;
;"""Who controls you? Do you have a leader?""";3;;;
;"""So you just live like that? You roll around and… nothing else? Like wild animals?""";6;;;
;"""I don't get it, do you have houses, cities… any kind of civilization?""";9;;;
;"""You don't work the land, you don't mine resources, you don't live in tribes. It's very hard for me to process.""";12;;;
;"""I see. Let's talk about something else.""";999;;;
9;"""Civilization? What is civilization? I know what is a house and a city. Civilization?""";;;;
;"""Hard to explain. Basically, it's what you are and what you accomplished in the time that you are here.""";10;;;
10;*The rock is silent.*;;;;
;"""Okay, let's change the subject… Why don't you build anything?""";11;;;
11;"""Why? We live and roll around. Why house and city? Roll around the house and the city? Not enough room.""";;;;
;"""Who controls you? Do you have a leader?""";3;;;
;"""So you just live like that? You roll around and… nothing else? Like wild animals?""";6;;;
;"""I don't get it, do you have houses, cities… any kind of civilization?""";9;;;
;"""You don't work the land, you don't mine resources, you don't live in tribes. It's very hard for me to process.""";12;;;
;"""I see. Let's talk about something else.""";999;;;
12;"""Yes. We just roll around, and all is good and all is well.""";;;;
;"""But how? How can you live just… rolling around!""";13;;;
13;"""How not? We live like that. All is good and well.""";;;;
