0;*You walk inside. The office is very yellow, and the floor is very sticky and crunchy. It's because it's covered with sand, and the walls of the office are painted yellow. The Klisk diplomatic representative, Mr Eroloa, is at the opposite wall of the office. He's looking out of the window, almost completely blocking it from view with his enormous body.* Human captain... Kahha. Pleased to meet you.;;;
;The pleasure is mine.;1;;
1;Try not to get distracted by my abode. I know, it must look strange to you... *The Klisk crawls away from the window, leaving a trace of wet sand behind him.* Our planet... it's very hot. Also, sand. There is a lot of sand. It's easy to move on it.;;;
;I understand. I've been told you're serious about tradition.;2;;
2;Right... *He crawls over to something that looks like a table, closer to you, and you get an opportunity to get a better look at him. Eroloa is very old, which is obvious even to someone who isn't used to Klisks. His sides are pulsing slightly, his antennae are shuddering, and his skin tone is an unpleasent brownish green.* I'll pour myself a drink, excuse me. *Eroloa gets closer to the cupboard and takes out a pitcher and a glass. When he crawls back to the table, his glass is already full.* I'm old, Mr Human Captain. I can allow myself a little faux pas. There are chairs next to the wall. Grab one and take a seat. You will excuse me if I don't offer you a drink, I doubt you'll have it.;;;
;….;3;;
3;*While you're taking a chair, Eroloa is distracted by a quiet beeping from a small box. Obviously, it is some kind of communication device.* Yes, it's me. What? He never got here? Well, find a replacement. There isn't one? Hm... I'll think about it. I'm busy. *Eroloa hangs up and turns the little box off.* I see you're seated already. Let's get right to business, I don't like all this... *He waves his hand.*;;;
;Okay. We're humans, from planet Earth, Earthlings. I represent my people. We want diplomatic cooperation with the Klisks.;4;;
4;Kahha… *Eroloa drinks.* And how does it benefit the Klisks?;;;
;Have you received the information package?;5;;
5;I've read it… But why don't you tell me yourself?;;;
;I'll try. Even if it doesn't happen right away, cooperation will benefit both of us. For example, cultural exchange. You're more technologically advanced, but the gap isn't unbreachable.;12;;
;Hm. And what does the Code say about it?;6;klisk.klisk_info;
6;Kahha! You're familiar with the Code?;;;
;Not exactly. I allowed myself to learn a little about the Klisks before coming here.;7;;
7;That was a good decision. You can't even imagine how good. The Code says that you have to befriend those seeking friendship and those offering friendship in return. You have to respect those whose friendship gives you profit. And you have to love those who really give you both friendship and profit. The Klisks cooperate with everybody who is not hostile. The Borks, despite the sixty percent factor. The Rogues, despite their Obliterator fanaticism. We would be friends with the Zorsan, but they don't want it themselves. *Eroloa stops talking to take a sip from the glass. It is a perfect time to ask him a question.*;;;
;The Bork factor?;8;;
;The Rogues' fanaticism? What's the Obliterator?;9;;
;What, are the Zorsan really that hostile?;10;;
;*wait for Eroloa to take a sip*;11;;
8;Yes… Or didn't you know? Sixty percent of Borks are complete imbeciles. It's their genetic peculiarity.;;;
;The Rogues' fanaticism? What's the Obliterator?;9;;
;What, are the Zorsan really that hostile?;10;;
;Well, then, are you going to cooperate with us?;11;;
9;You don't know what the Obliterator is? Well, you'll find out. The Rogues are very religious about it… kahha!;;;
;The Bork factor?;8;;
;What, are the Zorsan really that hostile?;10;;
;Well, then, are you going to cooperate with us?;11;;
10;Not hostile. Arrogant.;;;
;The Bork factor?;8;;
;The Rogues' fanaticism? What's the Obliterator?;9;;
;Well, then, are you going to cooperate with us?;11;;
11;*Eroloa wipes his lips* Cooperate… hm… well, we'll be friends for starters. And then... Kahha! Then is then. *The phone rings again. Eroloa turns toward it, picks up the receiver and listens attentively.*;;;
;….;24;;
12;It's all empty words, do you understand? And we're talking seriously here... I need to know what you can give us, so that we can see what we give you. These are the laws of trade and profit, human captain. *Eroloa waves his trembling hand.*;;;
;You want more information?;13;;
13;It could help you. Kh… *Eroloa stops coughing and suddenly looks at you very seriously.* Hurry up with your answer, Captain. It all depends on you. I would say that the fate of the relationship between our planets is in your hands.;;;
;Hm. Mr Eroloa. I get it, but I'm not authorized to divulge any information apart from what is said in the package.;14;;
;Okay. I could tell you some things I know personally. I hope it is enough.;18;;
;I could request information from the ship's database. I need a secure line.;21;;
14;Are you sure about your decision? Do you understand you can ruin it all?;;;
;Yes. I'm sorry, but my instructions are clear.;15;;
;No. In fact… Tell me exactly what you need.;98;;
98;More information. Hurry up with your answer, Captain. It all depends on you. I would say that the fate of the relationship between our planets is in your hands.;;;
;And still, I can't. I cannot tell you any more.;14;;
;Okay. I could tell you some things I know personally. I hope it is enough.;18;;
;I could request information from the ship's database. I need a secure line.;21;;
15;Hm… Well, then. Human captain! *Eroloa crawls back a little.*;;;
;….;16;;
