0;*шлюхзакрывается за твоим шаттлом. Почти весь его занимает транспортник Длороу. Видно, что его трюмовые отсеки раскрыты, и готовы к загрузке. Неподалеку стоит уже знакомый тебе Бродяга, который связывался с тобой. Он что-то обсуждает с каким-то клиском.*;;;;
;….;1;;;
1;*шаттл приземляется. Ты подходишь к тем двоим.* А, капитан людей…. Рад, что вы согласились провести сделку. ;;;;
;Конечно. Что мне надо сделать?;2;;;
2;Все просто. Все документы, у господина Харкла, *клиск кивает* он первый помощник господина Длороу. Вам надо лишь выбрать товары, которые необходимо загрузить, взамен выгруженных, и подписать необходимые бумаги.;;;;
;ла сам не может выбрать нужные товары?;3;;;
3;Он не имеет права.;;;;
;А если бы вместо меня тут был тупой борк, который был охранником до меня?;4;;;
4;Мы бы дождались прихода в порядок Длороу. Но здесь не борк. Здесь вы.;;;;
;Знаете, я не собираюсь брать на себя ответственность за чужой груз. Спасибо, не стоит. Харкенн, разгребай все это сам. Я буду у себя.;5;;;
;Хорошо. Давайте уже начинать.;6;;;
5;Хорошо. Но нам все равно придется ждать прихода в себя Длороу.;;;;
;Вот значит и подождем.;-1;;;
;Что? Черт. Ладно. Не хочу я тут сидеть. Давайте закончим с этим побыстрее.;6;;;
6;*Харкла передает тебе документы, и уходит назад, в транспортник Длороу, регулировать погрузку. Бродяга достает грузовую декларацию, и монотонно зачитывает* Готовый к переработке мусор, тысяча.;;;;
;И что? Из чего мне выбирать? Я ничего в этом не смыслю.;7;;;
7;О, простите меня. *бродяга смущается* Конечно. Мы можем предложить вам точно такую же живую силу взамен, благо, что у нас есть желающие перебраться работать на Клискаду. Либо же отдать стоимость деньгами, или обменять на что-то.;;;;
;Тогда давайте все заново. Только теперь, с перечислением всего.;8;;;
8;*бродяга кивает* Готовый к переработке мусор, тысяча. Взамен - мусор иного типа, хах.... Либо геологическое оборудование… очень дорогое, но нам срочно необходимо сбыть эти образцы, только поэтому продаем, триста. Есть центральные процессоры, зорсанские, семьсот. Плюс некоторые образцы передового борковского вооружения - двести, сами понимаете, вещь недешевая. А можно и деньгами.;;;;
;Грузите ваш мусор.;9;;;first_good
;Давайте деньгами.;10;;;first_money
;Ценное оборудование? Грузите. И пусть Длороу потом не говорит, что я не старался.;10;;;
;Центральные процессоры? Звучит интригующе.;10;;;
;Оружие всегда в тему. Грузите.;10;;;
9;Восемьсот меньше тысячи. Мы должны что-то добавить.;;;;
;Досыпьте Длороу кредитов.;10;;;
;Грузите оборудование.;10;;;
;Досыпьте немного процессоров… шучу! Аккуратно грузите.;10;;;
;Киньте пару винтовок.;10;;;
10;Отлично. Теперь… детали станков, для изготовления частей космических кораблей. Пять тысяч. Взамен: золотая руда, пять тысяч. Либо деньги. Либо же… *роется в бумагах* Ага. Либо же станки для астероидной добычи. И всякая мелочь, типа товаров общего пользования... десять тысяч, они компактные и легкие. И медикаменты - три тысячи.;;;;
;Грузите золотую руду.;11;;;
;Деньгами, конечно.;11;;;second_money
;Станки на станки? Мне это кажется разумным решением.;11;;;second_good
;Давайте товары общего пользования.;11;;;
;Медикаменты? Хм-м-м. Неплохо. Грузите.;11;;;
11;И последнее. Микросхемы подержанные, полторы тысячи. Взамен: микросхемы новые, семьсот. Деньги. Энергетические кристаллы, тысяча. *видя твой недоумевающий взгляд, бродяга добавляет* Для автономной работы добывающих модулей. В колониях используется. Колонизаторское оборудование, семьсот. Радиоактивные элементы, две тысячи.;;;;
;Микросхемы, конечно же.;12;;;third_good
;Деньгами.;12;;;third_money
;Энергетические кристаллы? Ох. Я не могу удержаться.;12;;;
;Оборудование для колонизации.;12;;;
;Радиоактивные элементы. Надеюсь, они хорошо упакованы.;12;;;
12;Вот и все. *Бродяга подписывает документ, принимает твою подпись, и улыбается* Я доволен сделкой. Надеюсь, вы тоже.;;;;
;Надейтесь. Но я рад, что все так быстро кончилось. Мне пора идти.;-1;;1;
