0;*No one answers your call for a long time. And then, finally... Hey, it's a child! A small girl is sitting in the chair in a way that leaves only the top of her head visible. You wonder how she managed to reach the screen and accept the call.* Who is it?! *The girl speaks too loudly and intensely.*;colony_daughter_dialog;;
;You're Jodie, right? Where's your mom? This is the captain of this ship.;1;;0
1;Mom isn't here, Uncle Captain! She just left, I wanted a chocolate bar and she went to get a chocolate bar! She'll be back soon!! *The girl jumps and for a split second her whole face appears on the screen.* Uncle Captain, I could play my guitar for you if you want! Do you want me to?! *Not waiting for your answer, she runs off somewhere offscreen and gets back right after that. She gets into the chair and you can't see most of her again. Instead, you can see the guitar's headstock. The girl, barely reaching the tuning pegs, adjusts them and begins to play. The song sounds sad to you.*;colony_daughter_dialog;;
;HmЕ Surprisingly not bad. Really. What's that song?;2;;0
2;*The girl tries to answer, but before she can do it you can hear the door opening. Female voice:* Jodie! What are you doing? *The girl jumps off and runs away.* The captain called, Mom, I answered, I answered!! *You can't hear the conversation after that, but in just a few moments the girl's mother comes up to the camera.* Good afternoon, Captain. I'm sorry, I wasn't around and Jodie knows how to use your gadgets, as it turns out... *The woman smiles.*;;;
;It's all right. She's a really cute kid. And she's even a decent guitar player, too.;3;;0
3;Thank you, Captain. Yeah, if there's one thing she really loves, it's playing her guitar. She even brought it with her... What is it you wanted, Captain?;;;
;How's the flight going for you? Is everything all right?;4;;0
;How do you like the Aurora 2?;8;;0
;Do you miss Earth?;15;;0
;Your daughter really does play the guitar well. But the tune didn't sound like kid music to me.;20;;0
;Right. I hope you enjoy the flight. Enjoy your break, ma'am.;21;;0
4;Surprising, but I'm taking it better than a plane flight. *The woman turns her head towards the window.* But it makes you a bit uneasy to think that outer space is so close. Is it going to take much longer?;;;
;Not much longer now, ma'am. We've already been to the Unity, soЕ we're going to the colony.;5;"¬идна, если игрок выполнил первый квест с ""≈динством""";0
;Actually, yes it is. First we need to deliver the ambassador from Earth to the Unity space station.;6;"¬идна, если квест ""≈динство"" ещЄ в процессе выполнени€";0
8;It's a very big ship! *The girl walks past in the background, concentrated on chewing the hard ship issue chocolate.* You know, it's as big as the neighborhood I used to live in. A neighborhood of metal and plastic, like some kind of bunker! Sometimes it feels very unusual. How do you live in here?;;;
;Yeah, all this metal with nothing but space beyond it is very unnerving sometimes, but what can you do?;9;;0
;I've never thought of it that way. You know, I guess I'm used to it. This ship is my home.;10;;0
;I don't know if you'll understand, but I don't feel boxed in or oppressed by it. I've never felt more free.;11;;0
15;Not really. We've never stayed long in one place. *She shrugs.* My husband has worked for Aurora as long as we've been married, we kept moving from one place to another. So neither Jodie nor I miss anything much.;;;
;You kept moving? What was your husband's job?;16;;0
;You don't miss it? What about your friends and acquaintances?;17;;0
;But you're going to have to stay at the colony for a long time. Maybe even forever.;18;;0
;I see. I hope you like it on a different planet.;19;;0
20;Yeah. She's a restless kid, so we tried to find something to keep her busy. *The woman laughs.* We did find her a hobby, but she didn't get any less restless... And as for the tune, it's some old song. It's the only one Jodie can play well and with no mistakes. I don't remember what song it is, exactly... My hubby used to listen to it when he was young. Something about hunting buffalo and poison in rivers.;;;
;How's the flight going for you? Is everything all right?;4;;0
;How do you like the Aurora 2?;8;;0
;Do you miss Earth?;15;;0
;Right. I hope you enjoy the flight. Enjoy your break, ma'am.;21;;0
21;Sinn. *The woman smiles.* We still haven't been introduced. My name is Sinn.;;;
;Well, in that case, pleased to meet you.;22;;0
5;Great. I thought we would fly faster or something. But I'm used to it by now!;;;
;How do you like the Aurora 2?;8;;0
;Do you miss Earth?;15;;0
;Your daughter really does play the guitar well. But the tune didn't sound like kid music to me.;20;;0
;Right. I hope you enjoy the flight. Enjoy your break, ma'am.;21;;0
6;The Unity space station? *Every muscle in the woman's face expresses her confusion.*;;;
;The station where the embassies of every developed species in our part of space are going to be, ma'am.;7;;0
9;Exactly. But Jodie likes it here, and how can I afford to be afraid? I have to keep up appearances... Anyway, Captain... When they were talking to me about safety, they didn't deny that the ship could get attacked. Is that true?;;;
;I'll be honest: it could.;12;;0
;Come on, those are just rumors. We're far away from the combat zone, it's all okay.;13;;0
;Don't worry. There's nothing we can't fix. Even if we get attacked.;14;;0
10;Not surprising at all, Captain. You're like my daughter, she adapted to life onboard easily, too... I'm trying to catch up with her. Anyway, I've been meaning to ask you, but... *The woman lowers her voice and speaks noticeably quieter.* They told me the ship could get attacked! Is that true?;;;
;I'll be honest: it could.;12;;0
;Come on, those are just rumors. We're far away from the combat zone, it's all okay.;13;;0
;Don't worry. There's nothing we can't fix. Even if we get attacked.;14;;0
11;*The woman's lips move and she fakes coughing the next moment to hide her smile.* I'm sorry, I... I don't know... dust. I get it. I've been meaning to ask you, Captain. *She leans in closer to the camera and almost whispers.* Is it true that the ship could get attacked?!;;;
;I'll be honest: it could.;12;;0
;Come on, those are just rumors. We're far away from the combat zone, it's all okay.;13;;0
;Don't worry. There's nothing we can't fix. Even if we get attacked.;14;;0
