0;Капитан! Я разобрался с тем, как тут все работает. *Посол Земли снова работает за своим столом, выглядя, не в пример прошлому разу, гораздо лучше. Можно даже сказать, вид у него цветущий.* Капитан, я сразу хочу извиниться за то, как говорил в прошлый раз. Удивительно, но я всегда хорошо адаптируюсь к путешествиям, а здесь...;;;
;Все в порядке. Теперь вам лучше?;1;;0
1;Еще бы! Чувствую себя так, словно сбросил лет пять, а то и все десять! *Джозеф улыбается во все тридцать два зуба, его глаза блестят* Давно не работал с таким удовольствием! *Улыбнувшись, посол сгибает руку, демонстрируя бицепс. Через ткань униформы не видно, но он все равно похлопывает себя по плечу.* Однако… вы по какому-то делу?;;;
;Вы так и не рассказали мне о себе, Джозеф.;2;;0
;Когда я начал разговор об инопланетянах, вы упомянули, что я в чем-то ошибаюсь, и сильно притом.;7;;0
;Нет, я просто хотел вас проведать. Рад, что вы в порядке.;9;;0
2;Рассказывать на самом деле нечего, капитан. Я понимаю, что у вас на корабле собрались в каком-то роде лучшие из лучшие. Необычнейшие из необычнейших. Однако я — отличный дипломат. Ничего такого, что могло бы меня выделить.;;;
;Тем не менее представлять Землю перед инопланетянами послали вас. Значит, вы тоже лучший из лучших.;3;;0
;Необычнейшие из необычнейших?;4;;0
;Хм. Никогда не размышлял о корабле в таком разрезе. ;5;;0
;Я все понял.;6;;0
7;Во-первых, уж поверьте, я изучил инопланетян так, что знаю их лучше вас, ха! Иначе бы меня просто не послали представителем Земли, не так ли?;;;
;Так ли. А во-вторых?;8;;0
9;В полнейшем. И раз у вас все, я займусь делом. Давненько не чувствовал такой работоспособности, знаете ли… *Джозеф отключается*;;;
;Мда. Какой-то он странный. Ладно. Отключаюсь.;-1;;0
;Он какой-то странный и это… необычно. Хм… Гордон! Гордон, ответь!;10;;0
3;«Лучший» — слишком расплывчато. Предпочитаю термин «профессионал». Можете называть меня профессиональнейшим, если вам угодно. *Джозеф хихикает и грозит в камеру пальцем* Но лучше не надо… Нет, взяли меня, потому что я последние десять лет работаю на «Аврору». Я был одним из тех, кто сопровождал посла клисков в его путешествии по Земле.  Он меня упомянул в своем отчете. Вот и...;;;
;Необычнейшие из необычнейших?;4;;0
;Хм. Никогда не размышлял о корабле в таком разрезе. ;5;;0
;Я все понял.;6;;0
4;Что, не верите? Давайте-ка посмотрим… Генри Лишкевич — легенда в определенных кругах, человек, в чьем досье столько секретности, что я даже сравнения подобрать не могу! *Джозеф загибает палец* Дальше? Сара Фронтц — гений инженерного дела из пыльного израильского кибуца. Где такое видано, а? *загибает второй* И Гордон... ох-хо-хо, тот самый Гордон! Хотя его, надо сказать, просто спихнули к вам на корабль. С ним никто не уживался. Или, точнее сказать, он не уживался ни с кем. *загибает третий* Но тем не менее. Вы меня поняли, да?;;;
;Тем не менее представлять Землю перед инопланетянами послали вас. Значит, вы тоже лучший из лучших.;3;;0
;Хм. Никогда не размышлял о корабле в таком разрезе. ;5;;0
;Я все понял.;6;;0
5;Вы просто привыкли, вам все это кажется обычным… А каково это простым людям? Вы уж о них не забывайте. Их ведь даже и не видно из космоса, да?;;;
;Тем не менее представлять Землю перед инопланетянами послали вас. Значит, вы тоже лучший из лучших.;3;;0
;Необычнейшие из необычнейших?;4;;0
;Я все понял.;6;;0
6;Да! У вас что-то еще? *Джозеф улыбается. Почему-то его руки легонько подрагивают.*;;;
;Когда я начал разговор об инопланетянах, вы упомянули, что я в чем-то ошибаюсь, и сильно притом. ;7;;0
;Пожалуй, это все. Рад, что вы в порядке.;9;;0
8;Вы сказали, что инопланетяне — отличные от нас существа. Однако… это не так! Совершенно не так! Неужели вы не обращали внимания? Несмотря на их непривычный для нас внешний вид, все они удивительно похожи на нас! Мы легко сходимся, легко ведем диалог, мы удивительно схожи психологически... Они немногим отличаются от нас. Только внешностью. Или мы немногим отличаемся от них. *Джозеф пожимает плечами* Не могу понять, что хуже.;;;
;Вы так и не рассказали мне о себе, Джозеф.;2;;0
;Пожалуй, это все. Рад, что вы в порядке.;9;;0
10;*Ответ поступает только через секунд пятнадцать. Лицо у Гордона удивительно кислое.* А… Капитан, это вы… *а манера речи флегматична* Что-то случилось?;scientist_dialog;;
;Я хочу, чтобы вы провели внеплановый медосмотр Джозефа Комского. Только что говорил с ним. Какой-то он… не знаю. Слишком позитивный и энергичный.;11;;0
11;*голос Гордона все такой же флегматичный и расслабленный* Не надо медосмотра, капитан. Это метамфетамины.;scientist_dialog;;
;Что?!;12;;0
12;Ну, да. *Гордон кивает* Метамфетамины. Он слишком тяжело переносил полет, и я попросту выдал ему стандартную рецептурную дозу. Видимо, он к ним непривычен.;scientist_dialog_puzzled;;
;Эм… Гордон, ты профессионал, поэтому я не буду спрашивать, правильно ли ты поступил… Просто ответь — это на него не повлияет? Он будет представлять Землю перед инопланетянами!;13;;0
13;Не повлияет. Наоборот. *Гордон снова кивает, на этот раз скорчив лицо в еще более кислое выражение* Ему теперь только работать и хочется. Прибудет подготовленным… У вас все, капитан?;scientist_dialog;;
;Все. С тобой-то что?;14;;0
14;Просто настроение, капитан. *Гордон пожимает плечами* Конец связи.;scientist_dialog;;
;Конец связи.;-1;;0
